Total Stock Market Index Fund Investor Shares (VTSMX) , , ,  
Holding details,2020-07-31
 
Stocks holdings 
 ,SEDOL,Ticker,Holdings name,Shares,Market value,% of fund*,Sector,Market,Security depository receipt type
,"BGJRH57","CWEN","Clearway Energy Inc.",2145725,$52656091.5,0.0056986396,"Independent Power Producers & Energy Tra","US",---
,"BFZCT75","PS","Pluralsight Inc. Class A",2479826,$52497916.42,0.0056815213,"Application Software","US",---
,"2977500","WWW","Wolverine World Wide Inc.",2183531,$52492085.24,0.0056808903,"Footwear","US",---
,"B034L49","BGS","B&G Foods Inc.",1815331,$52481219.21,0.0056797143,"Packaged Foods & Meats","US",---
,"BYPBTB9","APPN","Appian Corp. Class A",1031251,$52459738.37,0.0056773896,"Systems Software","US",---
,"B6YR5K3","TDS","Telephone and Data Systems Inc.",2701193,$52457168.06,0.0056771114,"Wireless Telecommunication Services","US",---
,"2416973","WCC","WESCO International Inc.",1346128,$52323995.36,0.005662699,"Trading Companies & Distributors","US",---
,"B2QGDP1","HI","Hillenbrand Inc.",1788192,$52268852.16,0.0056567311,"Industrial Machinery","US",---
,"2469171","JJSF","J&J Snack Foods Corp.",423563,$52153312.19,0.005644227,"Packaged Foods & Meats","US",---
,"2825308","MANT","ManTech International Corp./VA Class A",748253,$52063443.74,0.0056345011,"IT Consulting & Other Services","US",---
,"2855855","ABG","Asbury Automotive Group Inc.",519432,$52021114.8,0.0056299201,"Automotive Retail","US",---
,"BYZR4X4","AXSM","Axsome Therapeutics Inc.",729072,$52004705.76,0.0056281442,"Pharmaceuticals","US",---
,"2420101","HP","Helmerich & Payne Inc.",2914658,$51968352.14,0.0056242099,"Oil & Gas Drilling","US",---
,"2934033","MED","Medifast Inc.",310460,$51887179.8,0.0056154251,"Personal Products","US",---
,"B0650P3","PBH","Prestige Consumer Healthcare Inc.",1394372,$51856694.68,0.0056121259,"Pharmaceuticals","US",---
,"2333986","FSS","Federal Signal Corp.",1677357,$51847104.87,0.0056110881,"Construction Machinery & Heavy Trucks","US",---
,"BGH3F75","STAY","Extended Stay America Inc.",4539511,$51795820.51,0.0056055379,"Hotels, Resorts & Cruise Lines","US",---
,"BMW7N69","CHX","ChampionX Corp.",5446386,$51795130.86,0.0056054633,"Oil & Gas Equipment & Services","US",---
,"B142B38","CVLT","CommVault Systems Inc.",1174973,$51792809.84,0.0056052121,"Systems Software","US",---
,"2518954","BDN","Brandywine Realty Trust",4781231,$51780731.73,0.0056039049,"Office REITs","US",---
,"2117232","BYD","Boyd Gaming Corp.",2187599,$51780468.33,0.0056038764,"Casinos & Gaming","US",---
,"BZ1LFB2","DCPH","Deciphera Pharmaceuticals Inc.",1116351,$51765195.87,0.0056022236,"Biotechnology","US",---
,"BYMWL19","GKOS","Glaukos Corp.",1183002,$51697187.4,0.0055948634,"Health Care Equipment","US",---
,"B3NNTZ4","BKU","BankUnited Inc.",2565970,$51678635.8,0.0055928557,"Regional Banks","US",---
,"BFRBX34","COMM","CommScope Holding Co. Inc.",5564942,$51642661.76,0.0055889625,"Communications Equipment","US",---
,"BSS6HY8","WK","Workiva Inc. Class A",922036,$51541812.4,0.0055780482,"Application Software","US",---
,"BGKG6G7","TWST","Twist Bioscience Corp.",919307,$51517964.28,0.0055754672,"Biotechnology","US",---
,"2465737","IDCC","InterDigital Inc.",857616,$51474112.32,0.0055707214,"Communications Equipment","US",---
,"2245597","IOSP","Innospec Inc.",683512,$51379597.04,0.0055604926,"Specialty Chemicals","US",---
,"BFTWZY0","VCYT","Veracyte Inc.",1432306,$51090355.02,0.0055291898,"Biotechnology","US",---
,"BZ8FPH3","EDIT","Editas Medicine Inc.",1735893,$50965818.48,0.005515712,"Biotechnology","US",---
,"BVSS693","DEA","Easterly Government Properties Inc.",2082864,$50926024.8,0.0055114053,"Office REITs","US",---
,"B9BP4R1","BCC","Boise Cascade Co.",1092738,$50910663.42,0.0055097429,"Forest Products","US",---
,"2173933","ELY","Callaway Golf Co.",2668110,$50827495.5,0.0055007421,"Leisure Products","US",---
,"2069128","BMI","Badger Meter Inc.",811523,$50801339.8,0.0054979115,"Electronic Equipment & Instruments","US",---
,"BMHT4M3","ISBC","Investors Bancorp Inc.",6241374,$50679956.88,0.0054847749,"Regional Banks","US",---
,"BSHZ3P9","PRAA","PRA Group Inc.",1280872,$50671296.32,0.0054838377,"Consumer Finance","US",---
,"BV0LCR0","SHAK","Shake Shack Inc. Class A",1041443,$50562057.65,0.0054720154,"Restaurants","US",---
,"2942304","WRE","Washington REIT",2260392,$50542365.12,0.0054698842,"Diversified REITs","US",---
,"2501578","LGND","Ligand Pharmaceuticals Inc.",431299,$50539616.82,0.0054695868,"Biotechnology","US",---
,"2600088","MNRO","Monro Inc.",895970,$50443111,0.0054591426,"Automotive Retail","US",---
,"2658526","OLN","Olin Corp.",4482042,$50378152.08,0.0054521125,"Commodity Chemicals","US",---
,"BJBT0Q4","AM","Antero Midstream Corp.",8880491,$50352383.97,0.0054493238,"Oil & Gas Storage & Transportation","US",---
,"B00V7H8","AGO","Assured Guaranty Ltd.",2306151,$50343276.33,0.0054483381,"Property & Casualty Insurance","BM",---
,"BKLJ8S9","ARNC","Arconic Corp.",3077932,$50139512.28,0.005426286,"Aluminum","US",---
,"BFZ9DB8","AUB","Atlantic Union Bankshares Corp.",2221461,$50138374.77,0.0054261629,"Regional Banks","US",---
,"2264235","CATY","Cathay General Bancorp",2072562,$50114549.16,0.0054235844,"Regional Banks","US",---
,"B29ZB62","LRN","K12 Inc.",1092617,$50030932.43,0.0054145351,"Education Services","US",---
,"2787185","SPXC","SPX Corp.",1190664,$50007888,0.0054120411,"Industrial Machinery","US",---
,"BJSP4C9","IBP","Installed Building Products Inc.",630405,$49871339.55,0.0053972633,"Homebuilding","US",---
,"2080732","B","Barnes Group Inc.",1348214,$49708650.18,0.0053796565,"Industrial Machinery","US",---
,"BZ16HK0","FCPT","Four Corners Property Trust Inc.",1966709,$49561066.8,0.0053636845,"Specialized REITs","US",---
,"BD2B4V0","DNLI","Denali Therapeutics Inc.",2115885,$49554026.7,0.0053629226,"Biotechnology","US",---
,"BKV9674","REYN","Reynolds Consumer Products Inc.",1451242,$49429302.52,0.0053494244,"Household Products","US",---
,"2811932","SJW","SJW Group",790236,$49358140.56,0.005341723,"Water Utilities","US",---
,"2941981","WAFD","Washington Federal Inc.",2107209,$49182258.06,0.0053226884,"Thrifts & Mortgage Finance","US",---
,"2767217","PPBI","Pacific Premier Bancorp Inc.",2340342,$49170585.42,0.0053214251,"Regional Banks","US",---
,"2787022","CVCO","Cavco Industries Inc.",245051,$49091066.83,0.0053128193,"Homebuilding","US",---
,"BKZ7N95","ONTO","Onto Innovation Inc.",1295121,$48981476.22,0.005300959,"Semiconductor Equipment","US",---
,"B01ZP20","WLK","Westlake Chemical Corp.",898653,$48976588.5,0.00530043,"Commodity Chemicals","US",---
,"BYSLHX4","HGV","Hilton Grand Vacations Inc.",2411575,$48954972.5,0.0052980907,"Hotels, Resorts & Cruise Lines","US",---
,"2202763","CMP","Compass Minerals International Inc.",958712,$48836789.28,0.0052853004,"Diversified Metals & Mining","US",---
,"2475060","NSIT","Insight Enterprises Inc.",979804,$48833431.36,0.005284937,"Technology Distributors","US",---
,"BVZCNC0","CIM","Chimera Investment Corp.",5430549,$48820635.51,0.0052835522,"Mortgage REITs","US",---
,"2904627","TRN","Trinity Industries Inc.",2493873,$48705339.69,0.0052710745,"Construction Machinery & Heavy Trucks","US",---
,"B02TS99","BECN","Beacon Roofing Supply Inc.",1562102,$48675098.32,0.0052678016,"Trading Companies & Distributors","US",---
,"BMP8TL6","CTRE","CareTrust REIT Inc.",2700906,$48670326.12,0.0052672852,"Health Care REITs","US",---
,"2208136","CDE","Coeur Mining Inc.",6126259,$48581233.87,0.0052576433,"Gold","US",---
,"2447285","NTCT","NetScout Systems Inc.",1907382,$48561945.72,0.0052555558,"Communications Equipment","US",---
,"B0C8KV2","ATRC","AtriCure Inc.",1185958,$48398945.98,0.0052379154,"Health Care Equipment","US",---
,"2188153","CMD","Cantel Medical Corp.",1023281,$48350027.25,0.0052326212,"Health Care Equipment","US",---
,"BYWKLM4","BMCH","BMC Stock Holdings Inc.",1886261,$48288281.6,0.0052259389,"Trading Companies & Distributors","US",---
,"B5B82X4","H","Hyatt Hotels Corp. Class A",1004649,$48223152,0.0052188903,"Hotels, Resorts & Cruise Lines","US",---
,"BVV9XH0","INOV","Inovalon Holdings Inc. Class A",2037146,$47934045.38,0.0051876021,"Health Care Technology","US",---
,"2036047","FIX","Comfort Systems USA Inc.",961961,$47819081.31,0.0051751603,"Construction & Engineering","US",---
,"BYMN2T7","FLOW","SPX FLOW Inc.",1192983,$47814758.64,0.0051746924,"Industrial Machinery","US",---
,"2977209","TCBI","Texas Capital Bancshares Inc.",1436511,$47720895.42,0.0051645342,"Regional Banks","US",---
,"BW9JPS4","SUM","Summit Materials Inc. Class A",3237429,$47654954.88,0.0051573979,"Construction Materials","US",---
,"B7KCD72","YELP","Yelp Inc. Class A",1905478,$47598840.44,0.005151325,"Interactive Media & Services","US",---
,"2407632","HUBG","Hub Group Inc. Class A",897991,$47503723.9,0.0051410311,"Air Freight & Logistics","US",---
,"B1G0F83","EHTH","eHealth Inc.",686247,$47447117.58,0.005134905,"Insurance Brokers","US",---
,"2721967","RMBS","Rambus Inc.",3189070,$47070673.2,0.0050941647,"Semiconductors","US",---
,"2553911","SHOO","Steven Madden Ltd.",2222377,$47069944.86,0.0050940859,"Footwear","US",---
,"BWWCK85","NSA","National Storage Affiliates Trust",1524759,$46993072.38,0.0050857665,"Specialized REITs","US",---
,"2369226","ROCK","Gibraltar Industries Inc.",907756,$46949140.32,0.005081012,"Building Products","US",---
,"BGCYWN8","XNCR","Xencor Inc.",1556645,$46839448.05,0.0050691407,"Biotechnology","US",---
,"2307787","MGLN","Magellan Health Inc.",631196,$46815807.32,0.0050665822,"Managed Health Care","US",---
,"BKLKXD2","OI","O-I Glass Inc.",4469467,$46661235.48,0.0050498538,"Metal & Glass Containers","US",---
,"BLG38Q1","MC","Moelis & Co. Class A",1565585,$46638777.15,0.0050474233,"Investment Banking & Brokerage","US",---
,"B1P5YY8","AVAV","AeroVironment Inc.",609246,$46637781.3,0.0050473155,"Aerospace & Defense","US",---
,"BFD1TJ6","REZI","Resideo Technologies Inc.",3508207,$46588988.96,0.0050420351,"Building Products","US",---
,"B2PFJR3","DAN","Dana Inc.",4065164,$46464824.52,0.0050285975,"Auto Parts & Equipment","US",---
,"BMH0MP5","SFBS","ServisFirst Bancshares Inc.",1269785,$46461433.15,0.0050282305,"Regional Banks","US",---
,"2415497","HWC","Hancock Whitney Corp.",2423004,$46182456.24,0.0049980386,"Regional Banks","US",---
,"B3RDWC8","MXL","MaxLinear Inc.",1821354,$46171323.9,0.0049968338,"Semiconductors","US",---
,"BF1GM49","CDLX","Cardlytics Inc.",693235,$46044668.7,0.0049831267,"Advertising","US",---
,"BX8ZSB4","EPC","Edgewell Personal Care Co.",1537786,$45964423.54,0.0049744422,"Personal Products","US",---
,"B034LG1","SHO","Sunstone Hotel Investors Inc.",6144673,$45962154.04,0.0049741966,"Hotel & Resort REITs","US",---
,"BCT5QQ7","SRNE","Sorrento Therapeutics Inc.",5142261,$45868968.12,0.0049641117,"Biotechnology","US",---
,"BP3YM74","CDNA","CareDx Inc.",1367708,$45613061.8,0.0049364166,"Biotechnology","US",---
,"2243911","IBOC","International Bancshares Corp.",1498964,$45598484.88,0.004934839,"Regional Banks","US",---
,"BFNR303","NWN","Northwest Natural Holding Co.",850751,$45506670.99,0.0049249025,"Gas Utilities","US",---
,"B9M9ZZ7","IBTX","Independent Bank Group Inc.",1034052,$45425904.36,0.0049161617,"Regional Banks","US",---
,"2601218","MOG.A","Moog Inc. Class A",843721,$45324692.12,0.0049052081,"Aerospace & Defense","US",---
,"2930774","VICR","Vicor Corp.",554979,$45214139.13,0.0048932436,"Electrical Components & Equipment","US",---
,"BD8ZJW2","YEXT","Yext Inc.",2684994,$45161599.08,0.0048875576,"Application Software","US",---
,"2677640","MD","MEDNAX Inc.",2259669,$45148186.62,0.004886106,"Health Care Services","US",---
,"B8QV5C9","RHP","Ryman Hospitality Properties Inc.",1409407,$45129212.14,0.0048840525,"Hotel & Resort REITs","US",---
,"2624464","NAV","Navistar International Corp.",1407381,$45078413.43,0.0048785549,"Construction Machinery & Heavy Trucks","US",---
,"BD6D4Y5","ALTR","Altair Engineering Inc. Class A",1117609,$45039642.7,0.004874359,"Application Software","US",---
,"BYTQ6X1","APLS","Apellis Pharmaceuticals Inc.",1736573,$44959874.97,0.0048657262,"Biotechnology","US",---
,"BGM1B98","GHC","Graham Holdings Co. Class B",112855,$44958046.35,0.0048655283,"Education Services","US",---
,"2092942","PSMT","PriceSmart Inc.",686892,$44902130.04,0.0048594769,"Hypermarkets & Super Centers","US",---
,"2037170","EGHT","8x8 Inc.",2819401,$44828475.9,0.0048515057,"Application Software","US",---
,"2595612","MTX","Minerals Technologies Inc.",953364,$44693704.32,0.0048369202,"Specialty Chemicals","US",---
,"BZ12TX5","ATGE","Adtalem Global Education Inc.",1298615,$44594439.1,0.0048261774,"Education Services","US",---
,"2572109","LMNX","Luminex Corp.",1224439,$44569579.6,0.004823487,"Life Sciences Tools & Services","US",---
,"B15RZR4","MWA","Mueller Water Products Inc. Class A",4400470,$44532756.4,0.0048195019,"Industrial Machinery","US",---
,"BF329G6","AQUA","Evoqua Water Technologies Corp.",2313405,$44486778.15,0.0048145259,"Industrial Machinery","US",---
,"BKYC3F7","CMPR","Cimpress plc",444247,$44424700,0.0048078076,"Commercial Printing","IE",---
,"B8GNC91","MATX","Matson Inc.",1217831,$44353405.02,0.0048000918,"Marine","US",---
,"2218447","BIG","Big Lots Inc.",1119179,$44028501.86,0.0047649295,"General Merchandise Stores","US",---
,"2109091","BOKF","BOK Financial Corp.",790201,$44014195.7,0.0047633813,"Regional Banks","US",---
,"2356585","FULT","Fulton Financial Corp.",4534970,$43989209,0.0047606771,"Regional Banks","US",---
,"2608349","MTOR","Meritor Inc.",1930454,$43917828.5,0.0047529521,"Construction Machinery & Heavy Trucks","US",---
,"2222608","CTB","Cooper Tire & Rubber Co.",1413853,$43914274.18,0.0047525674,"Tires & Rubber","US",---
,"BYY5DC1","FIT","Fitbit Inc. Class A",6700162,$43819059.48,0.0047422629,"Electronic Equipment & Instruments","US",---
,"2705198","PRGS","Progress Software Corp.",1249203,$43547216.58,0.004712843,"Systems Software","US",---
,"2437112","HMN","Horace Mann Educators Corp.",1155208,$43412716.64,0.004698287,"Multi-line Insurance","US",---
,"2950374","WABC","Westamerica BanCorp",718816,$43387733.76,0.0046955832,"Regional Banks","US",---
,"2386849","KFY","Korn Ferry",1540938,$43300357.8,0.0046861271,"Human Resource & Employment Services","US",---
,"B00SCY1","CORT","Corcept Therapeutics Inc.",2894146,$43267482.7,0.0046825692,"Pharmaceuticals","US",---
,"BLP5GX1","NAVI","Navient Corp.",5415028,$43103622.88,0.0046648357,"Consumer Finance","US",---
,"2641827","JWN","Nordstrom Inc.",3146779,$43079404.51,0.0046622147,"Department Stores","US",---
,"2038849","ABCB","Ameris Bancorp",1859834,$42915669.55,0.0046444947,"Regional Banks","US",---
,"BDBBB21","TRTN","Triton International Ltd./Bermuda",1362210,$42868748.7,0.0046394167,"Trading Companies & Distributors","BM",---
,"BP3YM85","TRUP","Trupanion Inc.",844474,$42705050.18,0.0046217006,"Life & Health Insurance","US",---
,"2664103","OTTR","Otter Tail Corp.",1116141,$42692393.25,0.0046203309,"Electric Utilities","US",---
,"2810133","SFNC","Simmons First National Corp. Class A",2564437,$42544009.83,0.0046042722,"Regional Banks","US",---
,"BYVN953","SNDR","Schneider National Inc. Class B",1690872,$42491613.36,0.0045986017,"Trucking","US",---
,"BKKMP44","AKBA","Akebia Therapeutics Inc.",3803718,$42487530.06,0.0045981598,"Biotechnology","US",---
,"BD832H2","TWO","Two Harbors Investment Corp.",7808009,$42397488.87,0.0045884152,"Mortgage REITs","US",---
,"2966876","RUSHA","Rush Enterprises Inc. Class A",888317,$42266122.86,0.0045741983,"Trading Companies & Distributors","US",---
,"BZ2YT30","GSHD","Goosehead Insurance Inc. Class A",406744,$42028857.52,0.0045485205,"Insurance Brokers","US",---
,"2824770","X","United States Steel Corp.",6310007,$42024646.62,0.0045480648,"Steel","US",---
,"2048592","AEO","American Eagle Outfitters Inc.",4193368,$41933680,0.0045382201,"Apparel Retail","US",---
,"BZCFW78","GNL","Global Net Lease Inc.",2512262,$41829162.3,0.0045269088,"Diversified REITs","US",---
,"2012757","AIN","Albany International Corp. Class A",869612,$41810944.96,0.0045249372,"Industrial Machinery","US",---
,"B4TZV44","WD","Walker & Dunlop Inc.",827375,$41707973.75,0.0045137933,"Thrifts & Mortgage Finance","US",---
,"B7KH3G6","AMBA","Ambarella Inc.",920337,$41672859.36,0.0045099931,"Semiconductors","KY",---
,"2510790","FWRD","Forward Air Corp.",799581,$41570216.19,0.0044988846,"Air Freight & Logistics","US",---
,"BFFVV54","AVNS","Avanos Medical Inc.",1350728,$41426827.76,0.0044833666,"Health Care Supplies","US",---
,"BFFK0X2","EPRT","Essential Properties Realty Trust Inc.",2570552,$41385887.2,0.0044789359,"Diversified REITs","US",---
,"2609717","MLI","Mueller Industries Inc.",1476335,$41278326.6,0.0044672953,"Industrial Machinery","US",---
,"BBBSBJ5","CYTK","Cytokinetics Inc.",1899943,$41076767.66,0.0044454818,"Biotechnology","US",---
,"BZ8VJD5","TWNK","Hostess Brands Inc. Class A",3237934,$41057003.12,0.0044433428,"Packaged Foods & Meats","US",---
,"2121352","GPI","Group 1 Automotive Inc.",488625,$41054272.5,0.0044430473,"Automotive Retail","US",---
,"B89M5F2","PDCE","PDC Energy Inc.",2868819,$40909358.94,0.0044273642,"Oil & Gas Exploration & Production","US",---
,"BJ0KZ85","SC","Santander Consumer USA Holdings Inc.",2219217,$40744824.12,0.0044095576,"Consumer Finance","US",---
,"2498788","LTC","LTC Properties Inc.",1096584,$40738095.6,0.0044088294,"Health Care REITs","US",---
,"B15M2C3","ALGT","Allegiant Travel Co. Class A",360483,$40384910.49,0.0043706064,"Airlines","US",---
,"2469450","INT","World Fuel Services Corp.",1715389,$40363103.17,0.0043682463,"Oil & Gas Refining & Marketing","US",---
,"2710039","MDRX","Allscripts Healthcare Solutions Inc.",4479133,$40312197,0.0043627371,"Health Care Technology","US",---
,"2814005","SKY","Skyline Champion Corp.",1427421,$40296094.83,0.0043609945,"Homebuilding","US",---
,"B02H882","CNS","Cohen & Steers Inc.",668850,$40251393,0.0043561567,"Asset Management & Custody Banks","US",---
,"2943523","PAG","Penske Automotive Group Inc.",893370,$40040843.4,0.0043333702,"Automotive Retail","US",---
,"B43VKB8","SIX","Six Flags Entertainment Corp.",2298493,$39970793.27,0.0043257891,"Leisure Facilities","US",---
,"2965668","JW.A","John Wiley & Sons Inc. Class A",1179684,$39908709.72,0.0043190702,"Publishing","US",---
,"B01WL78","BDC","Belden Inc.",1259294,$39793690.4,0.0043066224,"Electronic Components","US",---
,"2523334","RRC","Range Resources Corp.",6149118,$39723302.28,0.0042990047,"Oil & Gas Exploration & Production","US",---
,"BGHVXJ7","SILK","Silk Road Medical Inc.",854590,$39704251.4,0.0042969429,"Health Care Supplies","US",---
,"B4XBDV9","PEB","Pebblebrook Hotel Trust",3741559,$39660525.4,0.0042922107,"Hotel & Resort REITs","US",---
,"2940375","WSFS","WSFS Financial Corp.",1390054,$39658240.62,0.0042919635,"Thrifts & Mortgage Finance","US",---
,"B4JTYX6","ARI","Apollo Commercial Real Estate Finance Inc.",4254730,$39568989,0.0042823043,"Mortgage REITs","US",---
